4.000000000000000000e+02,4.017599999999999909e+02,2.180784535861393181e+01,7.377443609022808768e-03
5.000000000000000000e+02,4.986000000000000227e+02,2.152499932446485786e+01,9.370300751879948736e-03
6.000000000000000000e+02,6.001199999999998909e+02,2.138842566700225234e+01,1.132396616541381761e-02
7.000000000000000000e+02,7.001999999999999318e+02,2.128916092309224695e+01,1.330366541353416102e-02
8.000000000000000000e+02,7.984800000000001319e+02,2.105846926350363901e+01,1.539351503759427489e-02
9.000000000000000000e+02,9.025200000000000955e+02,2.099374255412680412e+01,1.735310150375963395e-02
1.000000000000000000e+03,1.000079999999999927e+03,2.076850309431004149e+01,1.952575187969949472e-02
1.100000000000000000e+03,1.098720000000000027e+03,2.065026099776256174e+01,2.165197368421074506e-02
1.200000000000000000e+03,1.198080000000000382e+03,2.051202844144135895e+01,2.380122180451146527e-02
1.300000000000000000e+03,1.298519999999999982e+03,2.029568212554880446e+01,2.611813909774463038e-02
1.400000000000000000e+03,1.404359999999999900e+03,2.017641692674547826e+01,2.830751879699287474e-02
1.500000000000000000e+03,1.501559999999999945e+03,1.997743758935234482e+01,3.074172932330868774e-02
1.600000000000000000e+03,1.602360000000000127e+03,1.967613079345710148e+01,3.353336466165430380e-02
1.700000000000000000e+03,1.669680000000000291e+03,1.891717913017200914e+01,3.996033834586464051e-02
1.800000000000000000e+03,1.727640000000000100e+03,1.796874404236829292e+01,5.392030075187970173e-02
1.900000000000000000e+03,1.671120000000000118e+03,1.547659061800463576e+01,9.032067669172941238e-02
2.000000000000000000e+03,1.500480000000000246e+03,1.070755520629757740e+01,1.775195488721804105e-01
2.100000000000000000e+03,1.488240000000000236e+03,8.504490935851455546e+00,2.428958646616539985e-01
2.200000000000000000e+03,1.489680000000000291e+03,7.473862408745620911e+00,2.811397556390969887e-01
2.300000000000000000e+03,1.488600000000000364e+03,6.648827054458203101e+00,3.115725563909748641e-01
2.400000000000000000e+03,1.488600000000000364e+03,6.163701637837174729e+00,3.289572368421022630e-01
2.500000000000000000e+03,1.487880000000000337e+03,5.787347864342191173e+00,3.441910714285666972e-01
