4.000000000000000000e+02,3.999599999999999227e+02,1.883786119627340483e+01,8.339661654135580721e-03
5.000000000000000000e+02,5.021999999999999886e+02,1.864392572797975589e+01,1.054078947368445283e-02
6.000000000000000000e+02,6.004799999999999045e+02,1.840208775304838440e+01,1.280122180451152489e-02
7.000000000000000000e+02,7.009199999999999591e+02,1.816205125135182641e+01,1.515291353383483273e-02
8.000000000000000000e+02,8.013600000000000136e+02,1.793173561414848649e+01,1.747189849624083621e-02
9.000000000000000000e+02,9.000000000000000000e+02,1.773176809892944306e+01,1.985657894736860343e-02
1.000000000000000000e+03,1.004759999999999991e+03,1.744561396796639485e+01,2.228496240601526845e-02
1.100000000000000000e+03,1.096559999999999945e+03,1.728533614094653714e+01,2.462847744360932567e-02
1.200000000000000000e+03,1.198440000000000055e+03,1.700936206514191085e+01,2.712528195488753124e-02
1.300000000000000000e+03,1.296360000000000127e+03,1.669018436270970795e+01,2.961926691729348596e-02
1.400000000000000000e+03,1.400400000000000091e+03,1.627315401131083306e+01,3.233919172932343822e-02
1.500000000000000000e+03,1.504439999999999827e+03,1.577192144918520711e+01,3.472622180451137575e-02
1.600000000000000000e+03,1.593720000000000255e+03,1.549109196641123809e+01,3.729990601503768016e-02
1.700000000000000000e+03,1.684799999999999955e+03,1.488741199148396532e+01,3.980667293233092208e-02
1.800000000000000000e+03,1.779480000000000018e+03,1.375603137320989333e+01,4.263731203007533471e-02
1.900000000000000000e+03,1.796039999999999736e+03,1.209484241773232505e+01,4.545648496240626418e-02
2.000000000000000000e+03,1.749599999999999909e+03,9.956721277442330376e+00,4.635733082706795793e-02
2.100000000000000000e+03,1.740959999999999809e+03,9.157361618770973877e+00,4.702265037594017399e-02
2.200000000000000000e+03,1.710000000000000000e+03,8.289456151199399159e+00,4.708609022556438373e-02
2.300000000000000000e+03,1.626120000000000118e+03,6.900119849804762673e+00,4.639201127819591458e-02
2.400000000000000000e+03,1.644120000000000118e+03,6.513884491720372871e+00,4.657255639097789002e-02
2.500000000000000000e+03,1.653120000000000118e+03,5.898989622746796613e+00,4.633392857142897003e-02
