4.000000000000000000e+02,3.995999999999999659e+02,1.888371129806617432e+01,8.296240601504006190e-03
5.000000000000000000e+02,5.032800000000000296e+02,1.857025836820041320e+01,1.058439849624084536e-02
6.000000000000000000e+02,6.004799999999999045e+02,1.831668095636829463e+01,1.286654135338372376e-02
7.000000000000000000e+02,6.994800000000000182e+02,1.816541815556323414e+01,1.513881578947394446e-02
8.000000000000000000e+02,8.027999999999999545e+02,1.797198129982900028e+01,1.745601503759421774e-02
9.000000000000000000e+02,9.003600000000000136e+02,1.782578801175443317e+01,1.973562030075208182e-02
1.000000000000000000e+03,9.993600000000000136e+02,1.748539235108571432e+01,2.224031954887240384e-02
1.100000000000000000e+03,1.100879999999999882e+03,1.727498899593442871e+01,2.460986842105293212e-02
1.200000000000000000e+03,1.195560000000000173e+03,1.698334852322211219e+01,2.721259398496273657e-02
1.300000000000000000e+03,1.299240000000000009e+03,1.665439503636589436e+01,2.970291353383485572e-02
1.400000000000000000e+03,1.397159999999999854e+03,1.636232804747362124e+01,3.211165413533849378e-02
1.500000000000000000e+03,1.503000000000000227e+03,1.589974508397483710e+01,3.480244360902264716e-02
1.600000000000000000e+03,1.590839999999999691e+03,1.523816191972995604e+01,3.728139097744370689e-02
1.700000000000000000e+03,1.694880000000000337e+03,1.479757708968349306e+01,3.982124060150385447e-02
1.800000000000000000e+03,1.772640000000000100e+03,1.347740137443551234e+01,4.355159774436100084e-02
1.900000000000000000e+03,1.836720000000000027e+03,1.233741854521889891e+01,4.730902255639115456e-02
2.000000000000000000e+03,1.833120000000000118e+03,1.084792179840995452e+01,5.076437969924848387e-02
2.100000000000000000e+03,1.751039999999999736e+03,8.816045443173143425e+00,5.294953007518819060e-02
2.200000000000000000e+03,1.779480000000000018e+03,8.166455638579369847e+00,5.311033834586490615e-02
2.300000000000000000e+03,1.749240000000000236e+03,7.382364523507229492e+00,5.358261278195519672e-02
2.400000000000000000e+03,1.731240000000000236e+03,6.570751533187090487e+00,5.287246240601526509e-02
2.500000000000000000e+03,1.725119999999999663e+03,6.226525997221268760e+00,5.381898496240622443e-02
