CO,NOx,time,id
164.78,1.2,0.1,idm_0
163.5,1.21,0.2,idm_0
162.24,1.21,0.3,idm_0
161.0,1.21,0.4,idm_0
159.78,1.21,0.5,idm_0
158.57,1.21,0.6,idm_0
157.39,1.2,0.7,idm_0
156.23,1.2,0.8,idm_0
155.08,1.2,0.9,idm_0
153.96,1.2,1.0,idm_0
152.85,1.2,1.1,idm_0
151.77,1.2,1.2,idm_0
150.71,1.2,1.3,idm_0
149.66,1.19,1.4,idm_0
148.64,1.19,1.5,idm_0
147.64,1.19,1.6,idm_0
146.66,1.19,1.7,idm_0
145.7,1.18,1.8,idm_0
144.76,1.18,1.9,idm_0
143.84,1.18,2.0,idm_0
142.94,1.17,2.1,idm_0
142.07,1.17,2.2,idm_0
141.21,1.17,2.3,idm_0
140.38,1.16,2.4,idm_0
139.57,1.16,2.5,idm_0
138.78,1.16,2.6,idm_0
138.01,1.15,2.7,idm_0
137.26,1.15,2.8,idm_0
136.53,1.14,2.9,idm_0
135.82,1.14,3.0,idm_0
135.13,1.14,3.1,idm_0
134.46,1.13,3.2,idm_0
133.82,1.13,3.3,idm_0
133.19,1.13,3.4,idm_0
132.58,1.12,3.5,idm_0
131.99,1.12,3.6,idm_0
131.41,1.12,3.7,idm_0
130.86,1.11,3.8,idm_0
130.32,1.11,3.9,idm_0
129.8,1.1,4.0,idm_0
129.3,1.1,4.1,idm_0
128.82,1.1,4.2,idm_0
128.35,1.1,4.3,idm_0
127.9,1.09,4.4,idm_0
127.46,1.09,4.5,idm_0
127.04,1.09,4.6,idm_0
126.63,1.08,4.7,idm_0
126.24,1.08,4.8,idm_0
125.86,1.08,4.9,idm_0
125.5,1.07,5.0,idm_0
125.15,1.07,5.1,idm_0
124.81,1.07,5.2,idm_0
124.48,1.07,5.3,idm_0
124.17,1.06,5.4,idm_0
123.87,1.06,5.5,idm_0
123.58,1.06,5.6,idm_0
123.3,1.06,5.7,idm_0
123.03,1.06,5.8,idm_0
122.77,1.05,5.9,idm_0
122.52,1.05,6.0,idm_0
122.29,1.05,6.1,idm_0
122.06,1.05,6.2,idm_0
121.84,1.05,6.3,idm_0
121.62,1.04,6.4,idm_0
121.42,1.04,6.5,idm_0
121.23,1.04,6.6,idm_0
121.04,1.04,6.7,idm_0
120.86,1.04,6.8,idm_0
120.69,1.04,6.9,idm_0
120.52,1.04,7.0,idm_0
120.36,1.03,7.1,idm_0
120.21,1.03,7.2,idm_0
120.06,1.03,7.3,idm_0
119.92,1.03,7.4,idm_0
119.79,1.03,7.5,idm_0
119.66,1.03,7.6,idm_0
119.53,1.03,7.7,idm_0
119.42,1.03,7.8,idm_0
119.3,1.03,7.9,idm_0
119.19,1.02,8.0,idm_0
119.09,1.02,8.1,idm_0
118.99,1.02,8.2,idm_0
118.89,1.02,8.3,idm_0
118.8,1.02,8.4,idm_0
118.71,1.02,8.5,idm_0
118.63,1.02,8.6,idm_0
118.55,1.02,8.7,idm_0
118.47,1.02,8.8,idm_0
118.4,1.02,8.9,idm_0
118.33,1.02,9.0,idm_0
118.26,1.02,9.1,idm_0
118.19,1.02,9.2,idm_0
118.13,1.01,9.3,idm_0
118.07,1.01,9.4,idm_0
118.01,1.01,9.5,idm_0
117.96,1.01,9.6,idm_0
117.91,1.01,9.7,idm_0
117.86,1.01,9.8,idm_0
117.81,1.01,9.9,idm_0
117.76,1.01,10.0,idm_0
117.72,1.01,10.1,idm_0
117.68,1.01,10.2,idm_0
117.63,1.01,10.3,idm_0
117.6,1.01,10.4,idm_0
117.56,1.01,10.5,idm_0
117.52,1.01,10.6,idm_0
117.49,1.01,10.7,idm_0
117.46,1.01,10.8,idm_0
117.43,1.01,10.9,idm_0
117.4,1.01,11.0,idm_0
117.37,1.01,11.1,idm_0
117.34,1.01,11.2,idm_0
117.32,1.01,11.3,idm_0
117.29,1.01,11.4,idm_0
117.27,1.01,11.5,idm_0
117.24,1.01,11.6,idm_0
117.22,1.01,11.7,idm_0
117.2,1.01,11.8,idm_0
117.18,1.01,11.9,idm_0
117.16,1.01,12.0,idm_0
117.14,1.01,12.1,idm_0
117.13,1.01,12.2,idm_0
117.11,1.01,12.3,idm_0
117.09,1.01,12.4,idm_0
117.08,1.01,12.5,idm_0
117.06,1.01,12.6,idm_0
117.05,1.01,12.7,idm_0
117.04,1.01,12.8,idm_0
117.02,1.01,12.9,idm_0
117.01,1.01,13.0,idm_0
117.0,1.0,13.1,idm_0
116.99,1.0,13.2,idm_0
116.98,1.0,13.3,idm_0
116.97,1.0,13.4,idm_0
116.96,1.0,13.5,idm_0
116.95,1.0,13.6,idm_0
116.94,1.0,13.7,idm_0
116.93,1.0,13.8,idm_0
116.92,1.0,13.9,idm_0
116.91,1.0,14.0,idm_0
116.91,1.0,14.1,idm_0
116.9,1.0,14.2,idm_0
116.89,1.0,14.3,idm_0
116.89,1.0,14.4,idm_0
116.88,1.0,14.5,idm_0
116.87,1.0,14.6,idm_0
116.87,1.0,14.7,idm_0
116.86,1.0,14.8,idm_0
116.86,1.0,14.9,idm_0
116.85,1.0,15.0,idm_0
116.85,1.0,15.1,idm_0
116.84,1.0,15.2,idm_0
116.84,1.0,15.3,idm_0
116.83,1.0,15.4,idm_0
116.83,1.0,15.5,idm_0
116.83,1.0,15.6,idm_0
116.82,1.0,15.7,idm_0
116.82,1.0,15.8,idm_0
116.82,1.0,15.9,idm_0
116.81,1.0,16.0,idm_0
116.81,1.0,16.1,idm_0
116.81,1.0,16.2,idm_0
116.8,1.0,16.3,idm_0
116.8,1.0,16.4,idm_0
116.8,1.0,16.5,idm_0
116.8,1.0,16.6,idm_0
116.79,1.0,16.7,idm_0
116.79,1.0,16.8,idm_0
116.79,1.0,16.9,idm_0
116.79,1.0,17.0,idm_0
116.78,1.0,17.1,idm_0
116.78,1.0,17.2,idm_0
116.78,1.0,17.3,idm_0
116.78,1.0,17.4,idm_0
116.78,1.0,17.5,idm_0
116.78,1.0,17.6,idm_0
116.77,1.0,17.7,idm_0
116.77,1.0,17.8,idm_0
116.77,1.0,17.9,idm_0
116.77,1.0,18.0,idm_0
116.77,1.0,18.1,idm_0
116.77,1.0,18.2,idm_0
116.76,1.0,18.3,idm_0
116.76,1.0,18.4,idm_0
116.76,1.0,18.5,idm_0
116.76,1.0,18.6,idm_0
116.76,1.0,18.7,idm_0
116.76,1.0,18.8,idm_0
116.76,1.0,18.9,idm_0
116.75,1.0,19.0,idm_0
116.75,1.0,19.1,idm_0
116.75,1.0,19.2,idm_0
116.75,1.0,19.3,idm_0
116.75,1.0,19.4,idm_0
116.74,1.0,19.5,idm_0
116.74,1.0,19.6,idm_0
116.74,1.0,19.7,idm_0
116.74,1.0,19.8,idm_0
116.73,1.0,19.9,idm_0
116.73,1.0,20.0,idm_0
116.73,1.0,20.1,idm_0
116.72,1.0,20.2,idm_0
116.72,1.0,20.3,idm_0
116.72,1.0,20.4,idm_0
116.71,1.0,20.5,idm_0
116.71,1.0,20.6,idm_0
116.7,1.0,20.7,idm_0
116.69,1.0,20.8,idm_0
116.69,1.0,20.9,idm_0
116.68,1.0,21.0,idm_0
116.67,1.0,21.1,idm_0
116.67,1.0,21.2,idm_0
116.66,1.01,21.3,idm_0
116.65,1.01,21.4,idm_0
116.64,1.01,21.5,idm_0
116.62,1.01,21.6,idm_0
116.61,1.01,21.7,idm_0
116.6,1.01,21.8,idm_0
116.59,1.01,21.9,idm_0
116.57,1.01,22.0,idm_0
116.55,1.01,22.1,idm_0
116.54,1.01,22.2,idm_0
116.52,1.01,22.3,idm_0
116.5,1.01,22.4,idm_0
116.48,1.01,22.5,idm_0
116.45,1.01,22.6,idm_0
116.43,1.01,22.7,idm_0
116.4,1.01,22.8,idm_0
116.37,1.01,22.9,idm_0
116.34,1.01,23.0,idm_0
116.31,1.01,23.1,idm_0
116.28,1.01,23.2,idm_0
116.24,1.01,23.3,idm_0
116.2,1.01,23.4,idm_0
116.16,1.01,23.5,idm_0
116.12,1.01,23.6,idm_0
116.07,1.01,23.7,idm_0
116.02,1.01,23.8,idm_0
115.97,1.01,23.9,idm_0
115.92,1.01,24.0,idm_0
115.86,1.01,24.1,idm_0
115.8,1.01,24.2,idm_0
115.74,1.01,24.3,idm_0
115.67,1.01,24.4,idm_0
115.61,1.02,24.5,idm_0
115.53,1.02,24.6,idm_0
115.46,1.02,24.7,idm_0
115.38,1.02,24.8,idm_0
115.29,1.02,24.9,idm_0
115.2,1.02,25.0,idm_0
115.11,1.02,25.1,idm_0
115.02,1.02,25.2,idm_0
114.92,1.02,25.3,idm_0
114.81,1.02,25.4,idm_0
114.71,1.02,25.5,idm_0
114.59,1.02,25.6,idm_0
114.48,1.02,25.7,idm_0
114.35,1.02,25.8,idm_0
114.23,1.02,25.9,idm_0
114.1,1.02,26.0,idm_0
113.96,1.03,26.1,idm_0
113.82,1.03,26.2,idm_0
113.68,1.03,26.3,idm_0
113.52,1.03,26.4,idm_0
113.37,1.03,26.5,idm_0
113.21,1.03,26.6,idm_0
113.04,1.03,26.7,idm_0
112.87,1.03,26.8,idm_0
112.7,1.03,26.9,idm_0
112.51,1.03,27.0,idm_0
112.33,1.03,27.1,idm_0
112.13,1.03,27.2,idm_0
111.94,1.03,27.3,idm_0
111.73,1.04,27.4,idm_0
111.52,1.04,27.5,idm_0
111.31,1.04,27.6,idm_0
111.09,1.04,27.7,idm_0
110.87,1.04,27.8,idm_0
110.64,1.04,27.9,idm_0
110.4,1.04,28.0,idm_0
110.16,1.04,28.1,idm_0
109.91,1.04,28.2,idm_0
109.66,1.04,28.3,idm_0
109.4,1.04,28.4,idm_0
109.14,1.05,28.5,idm_0
108.87,1.05,28.6,idm_0
108.6,1.05,28.7,idm_0
108.32,1.05,28.8,idm_0
108.03,1.05,28.9,idm_0
107.74,1.05,29.0,idm_0
107.45,1.05,29.1,idm_0
107.15,1.05,29.2,idm_0
106.84,1.05,29.3,idm_0
106.53,1.05,29.4,idm_0
106.21,1.06,29.5,idm_0
105.89,1.06,29.6,idm_0
105.57,1.06,29.7,idm_0
105.23,1.06,29.8,idm_0
104.9,1.06,29.9,idm_0
104.56,1.06,30.0,idm_0
104.21,1.06,30.1,idm_0
103.86,1.06,30.2,idm_0
103.51,1.06,30.3,idm_0
103.15,1.07,30.4,idm_0
102.78,1.07,30.5,idm_0
102.41,1.07,30.6,idm_0
102.04,1.07,30.7,idm_0
101.66,1.07,30.8,idm_0
101.28,1.07,30.9,idm_0
100.89,1.07,31.0,idm_0
100.5,1.07,31.1,idm_0
100.1,1.07,31.2,idm_0
99.7,1.08,31.3,idm_0
99.29,1.08,31.4,idm_0
98.88,1.08,31.5,idm_0
98.47,1.08,31.6,idm_0
98.05,1.08,31.7,idm_0
97.62,1.08,31.8,idm_0
97.19,1.08,31.9,idm_0
96.76,1.08,32.0,idm_0
96.32,1.08,32.1,idm_0
95.87,1.08,32.2,idm_0
95.42,1.08,32.3,idm_0
94.97,1.08,32.4,idm_0
94.51,1.08,32.5,idm_0
94.04,1.08,32.6,idm_0
93.57,1.08,32.7,idm_0
93.08,1.08,32.8,idm_0
92.6,1.08,32.9,idm_0
92.1,1.08,33.0,idm_0
91.6,1.08,33.1,idm_0
91.09,1.08,33.2,idm_0
90.57,1.08,33.3,idm_0
90.04,1.07,33.4,idm_0
89.5,1.07,33.5,idm_0
88.95,1.07,33.6,idm_0
88.39,1.07,33.7,idm_0
87.82,1.06,33.8,idm_0
87.24,1.06,33.9,idm_0
86.64,1.05,34.0,idm_0
86.03,1.05,34.1,idm_0
85.4,1.04,34.2,idm_0
84.77,1.04,34.3,idm_0
84.11,1.03,34.4,idm_0
83.44,1.02,34.5,idm_0
82.76,1.01,34.6,idm_0
82.05,1.0,34.7,idm_0
81.34,0.99,34.8,idm_0
80.6,0.98,34.9,idm_0
79.85,0.97,35.0,idm_0
79.09,0.96,35.1,idm_0
78.31,0.95,35.2,idm_0
77.53,0.93,35.3,idm_0
76.73,0.92,35.4,idm_0
75.92,0.9,35.5,idm_0
75.11,0.88,35.6,idm_0
74.3,0.87,35.7,idm_0
73.49,0.85,35.8,idm_0
0.0,0.0,35.9,idm_0
0.0,0.0,36.0,idm_0
0.0,0.0,36.1,idm_0
0.0,0.0,36.2,idm_0
0.0,0.0,36.3,idm_0
0.0,0.0,36.4,idm_0
0.0,0.0,36.5,idm_0
0.0,0.0,36.6,idm_0
0.0,0.0,36.7,idm_0
0.0,0.0,36.8,idm_0
0.0,0.0,36.9,idm_0
0.0,0.0,37.0,idm_0
0.0,0.0,37.1,idm_0
0.0,0.0,37.2,idm_0
0.0,0.0,37.3,idm_0
0.0,0.0,37.4,idm_0
0.0,0.0,37.5,idm_0
0.0,0.0,37.6,idm_0
0.0,0.0,37.7,idm_0
0.0,0.0,37.8,idm_0
0.0,0.0,37.9,idm_0
0.0,0.0,38.0,idm_0
0.0,0.0,38.1,idm_0
0.0,0.0,38.2,idm_0
0.0,0.0,38.3,idm_0
0.0,0.0,38.4,idm_0
0.0,0.0,38.5,idm_0
0.0,0.0,38.6,idm_0
0.0,0.0,38.7,idm_0
0.0,0.0,38.8,idm_0
0.0,0.0,38.9,idm_0
0.0,0.0,39.0,idm_0
0.0,0.0,39.1,idm_0
0.0,0.0,39.2,idm_0
0.0,0.0,39.3,idm_0
0.0,0.0,39.4,idm_0
0.0,0.0,39.5,idm_0
0.0,0.0,39.6,idm_0
0.0,0.0,39.7,idm_0
0.0,0.0,39.8,idm_0
0.0,0.0,39.9,idm_0
0.0,0.0,40.0,idm_0
0.0,0.0,40.1,idm_0
0.0,0.0,40.2,idm_0
0.0,0.0,40.3,idm_0
0.0,0.0,40.4,idm_0
0.0,0.0,40.5,idm_0
0.0,0.0,40.6,idm_0
0.0,0.0,40.7,idm_0
0.0,0.0,40.8,idm_0
0.0,0.0,40.9,idm_0
0.0,0.0,41.0,idm_0
0.0,0.0,41.1,idm_0
0.0,0.0,41.2,idm_0
0.0,0.0,41.3,idm_0
0.0,0.0,41.4,idm_0
0.0,0.0,41.5,idm_0
0.0,0.0,41.6,idm_0
0.0,0.0,41.7,idm_0
0.0,0.0,41.8,idm_0
0.0,0.0,41.9,idm_0
0.0,0.0,42.0,idm_0
0.0,0.0,42.1,idm_0
0.0,0.0,42.2,idm_0
0.0,0.0,42.3,idm_0
0.0,0.0,42.4,idm_0
0.0,0.0,42.5,idm_0
0.0,0.0,42.6,idm_0
0.0,0.0,42.7,idm_0
0.0,0.0,42.8,idm_0
0.0,0.0,42.9,idm_0
0.0,0.0,43.0,idm_0
0.0,0.0,43.1,idm_0
0.0,0.0,43.2,idm_0
0.0,0.0,43.3,idm_0
0.0,0.0,43.4,idm_0
0.0,0.0,43.5,idm_0
0.0,0.0,43.6,idm_0
0.0,0.0,43.7,idm_0
0.0,0.0,43.8,idm_0
0.0,0.0,43.9,idm_0
0.0,0.0,44.0,idm_0
0.0,0.0,44.1,idm_0
0.0,0.0,44.2,idm_0
135.77,1.08,44.3,idm_0
135.85,1.08,44.4,idm_0
135.89,1.09,44.5,idm_0
135.9,1.09,44.6,idm_0
135.89,1.09,44.7,idm_0
135.85,1.09,44.8,idm_0
135.79,1.1,44.9,idm_0
135.69,1.1,45.0,idm_0
135.58,1.1,45.1,idm_0
135.44,1.1,45.2,idm_0
135.28,1.1,45.3,idm_0
135.1,1.1,45.4,idm_0
134.9,1.1,45.5,idm_0
134.68,1.11,45.6,idm_0
134.43,1.11,45.7,idm_0
134.17,1.11,45.8,idm_0
133.9,1.11,45.9,idm_0
133.6,1.11,46.0,idm_0
133.29,1.11,46.1,idm_0
132.97,1.11,46.2,idm_0
132.63,1.11,46.3,idm_0
132.27,1.11,46.4,idm_0
131.91,1.11,46.5,idm_0
131.53,1.11,46.6,idm_0
131.13,1.11,46.7,idm_0
130.73,1.12,46.8,idm_0
130.31,1.12,46.9,idm_0
129.88,1.12,47.0,idm_0
129.45,1.12,47.1,idm_0
129.0,1.12,47.2,idm_0
128.55,1.12,47.3,idm_0
128.08,1.12,47.4,idm_0
127.61,1.12,47.5,idm_0
127.13,1.12,47.6,idm_0
126.64,1.12,47.7,idm_0
126.15,1.12,47.8,idm_0
125.65,1.12,47.9,idm_0
125.14,1.12,48.0,idm_0
124.63,1.12,48.1,idm_0
124.11,1.12,48.2,idm_0
123.59,1.12,48.3,idm_0
123.06,1.12,48.4,idm_0
122.53,1.12,48.5,idm_0
121.99,1.12,48.6,idm_0
121.45,1.11,48.7,idm_0
120.9,1.11,48.8,idm_0
120.36,1.11,48.9,idm_0
119.81,1.11,49.0,idm_0
119.25,1.11,49.1,idm_0
118.7,1.11,49.2,idm_0
118.14,1.11,49.3,idm_0
117.58,1.11,49.4,idm_0
117.02,1.11,49.5,idm_0
116.46,1.11,49.6,idm_0
115.9,1.1,49.7,idm_0
115.33,1.1,49.8,idm_0
114.77,1.1,49.9,idm_0
114.2,1.1,50.0,idm_0
113.64,1.1,50.1,idm_0
113.07,1.1,50.2,idm_0
112.51,1.09,50.3,idm_0
111.95,1.09,50.4,idm_0
111.38,1.09,50.5,idm_0
110.82,1.09,50.6,idm_0
110.27,1.08,50.7,idm_0
109.71,1.08,50.8,idm_0
109.16,1.08,50.9,idm_0
108.6,1.07,51.0,idm_0
108.06,1.07,51.1,idm_0
107.51,1.07,51.2,idm_0
106.97,1.06,51.3,idm_0
106.44,1.06,51.4,idm_0
105.91,1.06,51.5,idm_0
105.39,1.05,51.6,idm_0
104.87,1.05,51.7,idm_0
104.36,1.05,51.8,idm_0
103.85,1.04,51.9,idm_0
103.35,1.04,52.0,idm_0
102.86,1.03,52.1,idm_0
102.38,1.03,52.2,idm_0
101.91,1.03,52.3,idm_0
101.45,1.02,52.4,idm_0
101.0,1.02,52.5,idm_0
100.56,1.01,52.6,idm_0
100.13,1.01,52.7,idm_0
99.71,1.0,52.8,idm_0
99.3,1.0,52.9,idm_0
98.9,1.0,53.0,idm_0
98.52,0.99,53.1,idm_0
98.15,0.99,53.2,idm_0
97.8,0.98,53.3,idm_0
97.45,0.98,53.4,idm_0
97.13,0.98,53.5,idm_0
96.81,0.97,53.6,idm_0
96.51,0.97,53.7,idm_0
96.23,0.96,53.8,idm_0
95.95,0.96,53.9,idm_0
95.7,0.96,54.0,idm_0
95.45,0.96,54.1,idm_0
95.22,0.95,54.2,idm_0
95.01,0.95,54.3,idm_0
94.8,0.95,54.4,idm_0
94.61,0.95,54.5,idm_0
94.44,0.94,54.6,idm_0
94.27,0.94,54.7,idm_0
94.12,0.94,54.8,idm_0
93.98,0.94,54.9,idm_0
93.85,0.94,55.0,idm_0
93.73,0.94,55.1,idm_0
93.62,0.94,55.2,idm_0
93.52,0.93,55.3,idm_0
93.43,0.93,55.4,idm_0
93.34,0.93,55.5,idm_0
93.26,0.93,55.6,idm_0
93.19,0.93,55.7,idm_0
93.13,0.93,55.8,idm_0
93.07,0.93,55.9,idm_0
93.01,0.93,56.0,idm_0
92.96,0.94,56.1,idm_0
92.92,0.94,56.2,idm_0
92.87,0.94,56.3,idm_0
92.83,0.94,56.4,idm_0
92.78,0.94,56.5,idm_0
92.74,0.94,56.6,idm_0
92.7,0.94,56.7,idm_0
92.66,0.94,56.8,idm_0
92.61,0.94,56.9,idm_0
92.56,0.95,57.0,idm_0
92.52,0.95,57.1,idm_0
92.47,0.95,57.2,idm_0
92.41,0.95,57.3,idm_0
92.35,0.95,57.4,idm_0
92.29,0.95,57.5,idm_0
92.22,0.96,57.6,idm_0
92.15,0.96,57.7,idm_0
92.07,0.96,57.8,idm_0
91.99,0.96,57.9,idm_0
91.9,0.96,58.0,idm_0
91.8,0.97,58.1,idm_0
91.7,0.97,58.2,idm_0
91.59,0.97,58.3,idm_0
91.47,0.97,58.4,idm_0
91.35,0.97,58.5,idm_0
91.22,0.97,58.6,idm_0
91.08,0.98,58.7,idm_0
90.93,0.98,58.8,idm_0
90.77,0.98,58.9,idm_0
90.6,0.98,59.0,idm_0
90.43,0.98,59.1,idm_0
90.25,0.98,59.2,idm_0
90.05,0.98,59.3,idm_0
89.85,0.98,59.4,idm_0
89.64,0.98,59.5,idm_0
89.41,0.98,59.6,idm_0
89.18,0.98,59.7,idm_0
88.94,0.98,59.8,idm_0
88.68,0.98,59.9,idm_0
88.42,0.98,60.0,idm_0
88.14,0.98,60.1,idm_0
87.85,0.98,60.2,idm_0
87.55,0.98,60.3,idm_0
87.24,0.98,60.4,idm_0
86.92,0.98,60.5,idm_0
86.58,0.97,60.6,idm_0
86.23,0.97,60.7,idm_0
85.87,0.97,60.8,idm_0
85.49,0.96,60.9,idm_0
85.1,0.96,61.0,idm_0
84.7,0.95,61.1,idm_0
84.28,0.95,61.2,idm_0
83.86,0.94,61.3,idm_0
83.41,0.94,61.4,idm_0
82.96,0.93,61.5,idm_0
82.49,0.92,61.6,idm_0
82.02,0.91,61.7,idm_0
81.53,0.9,61.8,idm_0
81.04,0.89,61.9,idm_0
80.53,0.88,62.0,idm_0
80.03,0.87,62.1,idm_0
0.0,0.0,62.2,idm_0
0.0,0.0,62.3,idm_0
0.0,0.0,62.4,idm_0
0.0,0.0,62.5,idm_0
0.0,0.0,62.6,idm_0
0.0,0.0,62.7,idm_0
0.0,0.0,62.8,idm_0
0.0,0.0,62.9,idm_0
0.0,0.0,63.0,idm_0
0.0,0.0,63.1,idm_0
0.0,0.0,63.2,idm_0
0.0,0.0,63.3,idm_0
0.0,0.0,63.4,idm_0
0.0,0.0,63.5,idm_0
0.0,0.0,63.6,idm_0
0.0,0.0,63.7,idm_0
0.0,0.0,63.8,idm_0
0.0,0.0,63.9,idm_0
0.0,0.0,64.0,idm_0
0.0,0.0,64.1,idm_0
0.0,0.0,64.2,idm_0
0.0,0.0,64.3,idm_0
0.0,0.0,64.4,idm_0
0.0,0.0,64.5,idm_0
0.0,0.0,64.6,idm_0
0.0,0.0,64.7,idm_0
0.0,0.0,64.8,idm_0
0.0,0.0,64.9,idm_0
0.0,0.0,65.0,idm_0
0.0,0.0,65.1,idm_0
0.0,0.0,65.2,idm_0
0.0,0.0,65.3,idm_0
0.0,0.0,65.4,idm_0
0.0,0.0,65.5,idm_0
0.0,0.0,65.6,idm_0
0.0,0.0,65.7,idm_0
0.0,0.0,65.8,idm_0
0.0,0.0,65.9,idm_0
0.0,0.0,66.0,idm_0
0.0,0.0,66.1,idm_0
0.0,0.0,66.2,idm_0
0.0,0.0,66.3,idm_0
0.0,0.0,66.4,idm_0
0.0,0.0,66.5,idm_0
0.0,0.0,66.6,idm_0
0.0,0.0,66.7,idm_0
0.0,0.0,66.8,idm_0
0.0,0.0,66.9,idm_0
0.0,0.0,67.0,idm_0
0.0,0.0,67.1,idm_0
0.0,0.0,67.2,idm_0
0.0,0.0,67.3,idm_0
0.0,0.0,67.4,idm_0
0.0,0.0,67.5,idm_0
0.0,0.0,67.6,idm_0
0.0,0.0,67.7,idm_0
0.0,0.0,67.8,idm_0
0.0,0.0,67.9,idm_0
0.0,0.0,68.0,idm_0
0.0,0.0,68.1,idm_0
0.0,0.0,68.2,idm_0
0.0,0.0,68.3,idm_0
0.0,0.0,68.4,idm_0
0.0,0.0,68.5,idm_0
0.0,0.0,68.6,idm_0
0.0,0.0,68.7,idm_0
0.0,0.0,68.8,idm_0
0.0,0.0,68.9,idm_0
0.0,0.0,69.0,idm_0
0.0,0.0,69.1,idm_0
0.0,0.0,69.2,idm_0
0.0,0.0,69.3,idm_0
0.0,0.0,69.4,idm_0
0.0,0.0,69.5,idm_0
0.0,0.0,69.6,idm_0
0.0,0.0,69.7,idm_0
0.0,0.0,69.8,idm_0
0.0,0.0,69.9,idm_0
0.0,0.0,70.0,idm_0
0.0,0.0,70.1,idm_0
0.0,0.0,70.2,idm_0
0.0,0.0,70.3,idm_0
0.0,0.0,70.4,idm_0
0.0,0.0,70.5,idm_0
0.0,0.0,70.6,idm_0
0.0,0.0,70.7,idm_0
0.0,0.0,70.8,idm_0
0.0,0.0,70.9,idm_0
0.0,0.0,71.0,idm_0
0.0,0.0,71.1,idm_0
0.0,0.0,71.2,idm_0
0.0,0.0,71.3,idm_0
157.28,1.17,71.4,idm_0
157.25,1.17,71.5,idm_0
157.19,1.17,71.6,idm_0
157.09,1.17,71.7,idm_0
156.96,1.17,71.8,idm_0
156.81,1.17,71.9,idm_0
156.62,1.17,72.0,idm_0
156.41,1.17,72.1,idm_0
156.16,1.17,72.2,idm_0
155.9,1.17,72.3,idm_0
155.6,1.17,72.4,idm_0
155.29,1.17,72.5,idm_0
154.95,1.17,72.6,idm_0
154.59,1.17,72.7,idm_0
154.2,1.17,72.8,idm_0
153.8,1.17,72.9,idm_0
153.38,1.17,73.0,idm_0
152.94,1.17,73.1,idm_0
152.48,1.17,73.2,idm_0
152.0,1.17,73.3,idm_0
151.51,1.17,73.4,idm_0
151.0,1.17,73.5,idm_0
150.48,1.17,73.6,idm_0
149.94,1.17,73.7,idm_0
149.39,1.17,73.8,idm_0
148.83,1.17,73.9,idm_0
148.26,1.17,74.0,idm_0
147.67,1.17,74.1,idm_0
147.07,1.17,74.2,idm_0
146.46,1.16,74.3,idm_0
145.85,1.16,74.4,idm_0
145.22,1.16,74.5,idm_0
144.58,1.16,74.6,idm_0
143.94,1.16,74.7,idm_0
143.29,1.16,74.8,idm_0
142.63,1.16,74.9,idm_0
141.96,1.16,75.0,idm_0
141.28,1.16,75.1,idm_0
140.6,1.16,75.2,idm_0
139.92,1.16,75.3,idm_0
139.22,1.16,75.4,idm_0
138.53,1.16,75.5,idm_0
137.82,1.16,75.6,idm_0
137.12,1.16,75.7,idm_0
136.41,1.16,75.8,idm_0
135.69,1.16,75.9,idm_0
134.97,1.16,76.0,idm_0
134.25,1.17,76.1,idm_0
133.52,1.17,76.2,idm_0
132.79,1.17,76.3,idm_0
132.06,1.17,76.4,idm_0
131.33,1.17,76.5,idm_0
130.59,1.17,76.6,idm_0
129.85,1.17,76.7,idm_0
129.11,1.17,76.8,idm_0
128.37,1.17,76.9,idm_0
127.62,1.17,77.0,idm_0
126.88,1.17,77.1,idm_0
126.13,1.17,77.2,idm_0
125.39,1.17,77.3,idm_0
124.64,1.17,77.4,idm_0
123.89,1.17,77.5,idm_0
123.14,1.17,77.6,idm_0
122.39,1.18,77.7,idm_0
121.64,1.18,77.8,idm_0
120.89,1.18,77.9,idm_0
120.15,1.18,78.0,idm_0
119.4,1.18,78.1,idm_0
118.65,1.18,78.2,idm_0
117.9,1.18,78.3,idm_0
117.16,1.18,78.4,idm_0
116.41,1.18,78.5,idm_0
115.67,1.19,78.6,idm_0
114.92,1.19,78.7,idm_0
114.18,1.19,78.8,idm_0
113.44,1.19,78.9,idm_0
112.7,1.19,79.0,idm_0
111.96,1.19,79.1,idm_0
111.22,1.19,79.2,idm_0
110.49,1.19,79.3,idm_0
109.75,1.2,79.4,idm_0
109.02,1.2,79.5,idm_0
108.29,1.2,79.6,idm_0
107.56,1.2,79.7,idm_0
106.83,1.2,79.8,idm_0
106.11,1.2,79.9,idm_0
105.39,1.21,80.0,idm_0
104.66,1.21,80.1,idm_0
103.95,1.21,80.2,idm_0
103.23,1.21,80.3,idm_0
102.51,1.21,80.4,idm_0
101.8,1.21,80.5,idm_0
101.09,1.22,80.6,idm_0
100.38,1.22,80.7,idm_0
99.67,1.22,80.8,idm_0
98.97,1.22,80.9,idm_0
98.26,1.22,81.0,idm_0
97.56,1.22,81.1,idm_0
96.86,1.23,81.2,idm_0
96.16,1.23,81.3,idm_0
95.47,1.23,81.4,idm_0
94.77,1.23,81.5,idm_0
94.08,1.23,81.6,idm_0
93.38,1.23,81.7,idm_0
92.69,1.23,81.8,idm_0
92.0,1.24,81.9,idm_0
91.31,1.24,82.0,idm_0
90.61,1.24,82.1,idm_0
89.92,1.24,82.2,idm_0
