CO,id,time,NOx
164.78,idm_0,0.1,1.2
163.5,idm_0,0.2,1.21
162.24,idm_0,0.3,1.21
161.0,idm_0,0.4,1.21
159.78,idm_0,0.5,1.21
158.57,idm_0,0.6,1.21
157.39,idm_0,0.7,1.2
156.23,idm_0,0.8,1.2
155.08,idm_0,0.9,1.2
153.96,idm_0,1.0,1.2
152.85,idm_0,1.1,1.2
151.77,idm_0,1.2,1.2
150.71,idm_0,1.3,1.2
149.66,idm_0,1.4,1.19
148.64,idm_0,1.5,1.19
147.64,idm_0,1.6,1.19
146.66,idm_0,1.7,1.19
145.7,idm_0,1.8,1.18
144.76,idm_0,1.9,1.18
143.84,idm_0,2.0,1.18
142.94,idm_0,2.1,1.17
142.07,idm_0,2.2,1.17
141.21,idm_0,2.3,1.17
140.38,idm_0,2.4,1.16
139.57,idm_0,2.5,1.16
138.78,idm_0,2.6,1.16
138.01,idm_0,2.7,1.15
137.26,idm_0,2.8,1.15
136.53,idm_0,2.9,1.14
135.82,idm_0,3.0,1.14
135.13,idm_0,3.1,1.14
134.46,idm_0,3.2,1.13
133.82,idm_0,3.3,1.13
133.19,idm_0,3.4,1.13
132.58,idm_0,3.5,1.12
131.99,idm_0,3.6,1.12
131.41,idm_0,3.7,1.12
130.86,idm_0,3.8,1.11
130.32,idm_0,3.9,1.11
129.8,idm_0,4.0,1.1
129.3,idm_0,4.1,1.1
128.82,idm_0,4.2,1.1
128.35,idm_0,4.3,1.1
127.9,idm_0,4.4,1.09
127.46,idm_0,4.5,1.09
127.04,idm_0,4.6,1.09
126.63,idm_0,4.7,1.08
126.24,idm_0,4.8,1.08
125.86,idm_0,4.9,1.08
125.5,idm_0,5.0,1.07
125.15,idm_0,5.1,1.07
124.81,idm_0,5.2,1.07
124.48,idm_0,5.3,1.07
124.17,idm_0,5.4,1.06
123.87,idm_0,5.5,1.06
123.58,idm_0,5.6,1.06
123.3,idm_0,5.7,1.06
123.03,idm_0,5.8,1.06
122.77,idm_0,5.9,1.05
122.52,idm_0,6.0,1.05
122.29,idm_0,6.1,1.05
122.06,idm_0,6.2,1.05
121.84,idm_0,6.3,1.05
121.62,idm_0,6.4,1.04
121.42,idm_0,6.5,1.04
121.23,idm_0,6.6,1.04
121.04,idm_0,6.7,1.04
120.86,idm_0,6.8,1.04
120.69,idm_0,6.9,1.04
120.52,idm_0,7.0,1.04
120.36,idm_0,7.1,1.03
120.21,idm_0,7.2,1.03
120.06,idm_0,7.3,1.03
119.92,idm_0,7.4,1.03
119.79,idm_0,7.5,1.03
119.66,idm_0,7.6,1.03
119.53,idm_0,7.7,1.03
119.42,idm_0,7.8,1.03
119.3,idm_0,7.9,1.03
119.19,idm_0,8.0,1.02
119.09,idm_0,8.1,1.02
118.99,idm_0,8.2,1.02
118.89,idm_0,8.3,1.02
118.8,idm_0,8.4,1.02
118.71,idm_0,8.5,1.02
118.63,idm_0,8.6,1.02
118.55,idm_0,8.7,1.02
118.47,idm_0,8.8,1.02
118.4,idm_0,8.9,1.02
118.33,idm_0,9.0,1.02
118.26,idm_0,9.1,1.02
118.19,idm_0,9.2,1.02
118.13,idm_0,9.3,1.01
118.07,idm_0,9.4,1.01
118.01,idm_0,9.5,1.01
117.96,idm_0,9.6,1.01
117.91,idm_0,9.7,1.01
117.86,idm_0,9.8,1.01
117.81,idm_0,9.9,1.01
117.76,idm_0,10.0,1.01
117.72,idm_0,10.1,1.01
117.68,idm_0,10.2,1.01
117.63,idm_0,10.3,1.01
117.6,idm_0,10.4,1.01
117.56,idm_0,10.5,1.01
117.52,idm_0,10.6,1.01
117.49,idm_0,10.7,1.01
117.46,idm_0,10.8,1.01
117.43,idm_0,10.9,1.01
117.4,idm_0,11.0,1.01
117.37,idm_0,11.1,1.01
117.34,idm_0,11.2,1.01
117.32,idm_0,11.3,1.01
117.29,idm_0,11.4,1.01
117.27,idm_0,11.5,1.01
117.24,idm_0,11.6,1.01
117.22,idm_0,11.7,1.01
117.2,idm_0,11.8,1.01
117.18,idm_0,11.9,1.01
117.16,idm_0,12.0,1.01
117.14,idm_0,12.1,1.01
117.13,idm_0,12.2,1.01
117.11,idm_0,12.3,1.01
117.09,idm_0,12.4,1.01
117.08,idm_0,12.5,1.01
117.06,idm_0,12.6,1.01
117.05,idm_0,12.7,1.01
117.04,idm_0,12.8,1.01
117.02,idm_0,12.9,1.01
117.01,idm_0,13.0,1.01
117.0,idm_0,13.1,1.0
116.99,idm_0,13.2,1.0
116.98,idm_0,13.3,1.0
116.97,idm_0,13.4,1.0
116.96,idm_0,13.5,1.0
116.95,idm_0,13.6,1.0
116.94,idm_0,13.7,1.0
116.93,idm_0,13.8,1.0
116.92,idm_0,13.9,1.0
116.91,idm_0,14.0,1.0
116.91,idm_0,14.1,1.0
116.9,idm_0,14.2,1.0
116.89,idm_0,14.3,1.0
116.89,idm_0,14.4,1.0
116.88,idm_0,14.5,1.0
116.87,idm_0,14.6,1.0
116.87,idm_0,14.7,1.0
116.86,idm_0,14.8,1.0
116.86,idm_0,14.9,1.0
116.85,idm_0,15.0,1.0
116.85,idm_0,15.1,1.0
116.84,idm_0,15.2,1.0
116.84,idm_0,15.3,1.0
116.83,idm_0,15.4,1.0
116.83,idm_0,15.5,1.0
116.83,idm_0,15.6,1.0
116.82,idm_0,15.7,1.0
116.82,idm_0,15.8,1.0
116.82,idm_0,15.9,1.0
116.81,idm_0,16.0,1.0
116.81,idm_0,16.1,1.0
116.81,idm_0,16.2,1.0
116.8,idm_0,16.3,1.0
116.8,idm_0,16.4,1.0
116.8,idm_0,16.5,1.0
116.8,idm_0,16.6,1.0
116.79,idm_0,16.7,1.0
116.79,idm_0,16.8,1.0
116.79,idm_0,16.9,1.0
116.79,idm_0,17.0,1.0
116.78,idm_0,17.1,1.0
116.78,idm_0,17.2,1.0
116.78,idm_0,17.3,1.0
116.78,idm_0,17.4,1.0
116.78,idm_0,17.5,1.0
116.78,idm_0,17.6,1.0
116.77,idm_0,17.7,1.0
116.77,idm_0,17.8,1.0
116.77,idm_0,17.9,1.0
116.77,idm_0,18.0,1.0
116.77,idm_0,18.1,1.0
116.77,idm_0,18.2,1.0
116.76,idm_0,18.3,1.0
116.76,idm_0,18.4,1.0
116.76,idm_0,18.5,1.0
116.76,idm_0,18.6,1.0
116.76,idm_0,18.7,1.0
116.76,idm_0,18.8,1.0
116.76,idm_0,18.9,1.0
116.75,idm_0,19.0,1.0
116.75,idm_0,19.1,1.0
116.75,idm_0,19.2,1.0
116.75,idm_0,19.3,1.0
116.75,idm_0,19.4,1.0
116.74,idm_0,19.5,1.0
116.74,idm_0,19.6,1.0
116.74,idm_0,19.7,1.0
116.74,idm_0,19.8,1.0
116.73,idm_0,19.9,1.0
116.73,idm_0,20.0,1.0
116.73,idm_0,20.1,1.0
116.72,idm_0,20.2,1.0
116.72,idm_0,20.3,1.0
116.72,idm_0,20.4,1.0
116.71,idm_0,20.5,1.0
116.71,idm_0,20.6,1.0
116.7,idm_0,20.7,1.0
116.69,idm_0,20.8,1.0
116.69,idm_0,20.9,1.0
116.68,idm_0,21.0,1.0
116.67,idm_0,21.1,1.0
116.67,idm_0,21.2,1.0
116.66,idm_0,21.3,1.01
116.65,idm_0,21.4,1.01
116.64,idm_0,21.5,1.01
116.62,idm_0,21.6,1.01
116.61,idm_0,21.7,1.01
116.6,idm_0,21.8,1.01
116.59,idm_0,21.9,1.01
116.57,idm_0,22.0,1.01
116.55,idm_0,22.1,1.01
116.54,idm_0,22.2,1.01
116.52,idm_0,22.3,1.01
116.5,idm_0,22.4,1.01
116.48,idm_0,22.5,1.01
116.45,idm_0,22.6,1.01
116.43,idm_0,22.7,1.01
116.4,idm_0,22.8,1.01
116.37,idm_0,22.9,1.01
116.34,idm_0,23.0,1.01
116.31,idm_0,23.1,1.01
116.28,idm_0,23.2,1.01
116.24,idm_0,23.3,1.01
116.2,idm_0,23.4,1.01
116.16,idm_0,23.5,1.01
116.12,idm_0,23.6,1.01
116.07,idm_0,23.7,1.01
116.02,idm_0,23.8,1.01
115.97,idm_0,23.9,1.01
115.92,idm_0,24.0,1.01
115.86,idm_0,24.1,1.01
115.8,idm_0,24.2,1.01
115.74,idm_0,24.3,1.01
115.67,idm_0,24.4,1.01
115.61,idm_0,24.5,1.02
115.53,idm_0,24.6,1.02
115.46,idm_0,24.7,1.02
115.38,idm_0,24.8,1.02
115.29,idm_0,24.9,1.02
115.2,idm_0,25.0,1.02
115.11,idm_0,25.1,1.02
115.02,idm_0,25.2,1.02
114.92,idm_0,25.3,1.02
114.81,idm_0,25.4,1.02
114.71,idm_0,25.5,1.02
114.59,idm_0,25.6,1.02
114.48,idm_0,25.7,1.02
114.35,idm_0,25.8,1.02
114.23,idm_0,25.9,1.02
114.1,idm_0,26.0,1.02
113.96,idm_0,26.1,1.03
113.82,idm_0,26.2,1.03
113.68,idm_0,26.3,1.03
113.52,idm_0,26.4,1.03
113.37,idm_0,26.5,1.03
113.21,idm_0,26.6,1.03
113.04,idm_0,26.7,1.03
112.87,idm_0,26.8,1.03
112.7,idm_0,26.9,1.03
112.51,idm_0,27.0,1.03
112.33,idm_0,27.1,1.03
112.13,idm_0,27.2,1.03
111.94,idm_0,27.3,1.03
111.73,idm_0,27.4,1.04
111.52,idm_0,27.5,1.04
111.31,idm_0,27.6,1.04
111.09,idm_0,27.7,1.04
110.87,idm_0,27.8,1.04
110.64,idm_0,27.9,1.04
110.4,idm_0,28.0,1.04
110.16,idm_0,28.1,1.04
109.91,idm_0,28.2,1.04
109.66,idm_0,28.3,1.04
109.4,idm_0,28.4,1.04
109.14,idm_0,28.5,1.05
108.87,idm_0,28.6,1.05
108.6,idm_0,28.7,1.05
108.32,idm_0,28.8,1.05
108.03,idm_0,28.9,1.05
107.74,idm_0,29.0,1.05
107.45,idm_0,29.1,1.05
107.15,idm_0,29.2,1.05
106.84,idm_0,29.3,1.05
106.53,idm_0,29.4,1.05
106.21,idm_0,29.5,1.06
105.89,idm_0,29.6,1.06
105.57,idm_0,29.7,1.06
105.23,idm_0,29.8,1.06
104.9,idm_0,29.9,1.06
104.56,idm_0,30.0,1.06
104.21,idm_0,30.1,1.06
103.86,idm_0,30.2,1.06
103.51,idm_0,30.3,1.06
103.15,idm_0,30.4,1.07
102.78,idm_0,30.5,1.07
102.41,idm_0,30.6,1.07
102.04,idm_0,30.7,1.07
101.66,idm_0,30.8,1.07
101.28,idm_0,30.9,1.07
100.89,idm_0,31.0,1.07
100.5,idm_0,31.1,1.07
100.1,idm_0,31.2,1.07
99.7,idm_0,31.3,1.08
99.29,idm_0,31.4,1.08
98.88,idm_0,31.5,1.08
98.47,idm_0,31.6,1.08
98.05,idm_0,31.7,1.08
97.62,idm_0,31.8,1.08
97.19,idm_0,31.9,1.08
96.76,idm_0,32.0,1.08
96.32,idm_0,32.1,1.08
95.87,idm_0,32.2,1.08
95.42,idm_0,32.3,1.08
94.97,idm_0,32.4,1.08
94.51,idm_0,32.5,1.08
94.04,idm_0,32.6,1.08
93.57,idm_0,32.7,1.08
93.08,idm_0,32.8,1.08
92.6,idm_0,32.9,1.08
92.1,idm_0,33.0,1.08
91.6,idm_0,33.1,1.08
91.09,idm_0,33.2,1.08
90.57,idm_0,33.3,1.08
90.04,idm_0,33.4,1.07
89.5,idm_0,33.5,1.07
88.95,idm_0,33.6,1.07
88.39,idm_0,33.7,1.07
87.82,idm_0,33.8,1.06
87.24,idm_0,33.9,1.06
86.64,idm_0,34.0,1.05
86.03,idm_0,34.1,1.05
85.4,idm_0,34.2,1.04
84.77,idm_0,34.3,1.04
84.11,idm_0,34.4,1.03
83.44,idm_0,34.5,1.02
82.76,idm_0,34.6,1.01
82.05,idm_0,34.7,1.0
81.34,idm_0,34.8,0.99
80.6,idm_0,34.9,0.98
79.85,idm_0,35.0,0.97
79.09,idm_0,35.1,0.96
78.31,idm_0,35.2,0.95
77.53,idm_0,35.3,0.93
76.73,idm_0,35.4,0.92
75.92,idm_0,35.5,0.9
75.11,idm_0,35.6,0.88
74.3,idm_0,35.7,0.87
73.49,idm_0,35.8,0.85
0.0,idm_0,35.9,0.0
0.0,idm_0,36.0,0.0
0.0,idm_0,36.1,0.0
0.0,idm_0,36.2,0.0
0.0,idm_0,36.3,0.0
0.0,idm_0,36.4,0.0
0.0,idm_0,36.5,0.0
0.0,idm_0,36.6,0.0
0.0,idm_0,36.7,0.0
0.0,idm_0,36.8,0.0
0.0,idm_0,36.9,0.0
0.0,idm_0,37.0,0.0
0.0,idm_0,37.1,0.0
0.0,idm_0,37.2,0.0
0.0,idm_0,37.3,0.0
0.0,idm_0,37.4,0.0
0.0,idm_0,37.5,0.0
0.0,idm_0,37.6,0.0
0.0,idm_0,37.7,0.0
0.0,idm_0,37.8,0.0
0.0,idm_0,37.9,0.0
0.0,idm_0,38.0,0.0
0.0,idm_0,38.1,0.0
0.0,idm_0,38.2,0.0
0.0,idm_0,38.3,0.0
0.0,idm_0,38.4,0.0
0.0,idm_0,38.5,0.0
0.0,idm_0,38.6,0.0
0.0,idm_0,38.7,0.0
0.0,idm_0,38.8,0.0
0.0,idm_0,38.9,0.0
0.0,idm_0,39.0,0.0
0.0,idm_0,39.1,0.0
0.0,idm_0,39.2,0.0
0.0,idm_0,39.3,0.0
0.0,idm_0,39.4,0.0
0.0,idm_0,39.5,0.0
0.0,idm_0,39.6,0.0
0.0,idm_0,39.7,0.0
0.0,idm_0,39.8,0.0
0.0,idm_0,39.9,0.0
0.0,idm_0,40.0,0.0
0.0,idm_0,40.1,0.0
0.0,idm_0,40.2,0.0
0.0,idm_0,40.3,0.0
0.0,idm_0,40.4,0.0
0.0,idm_0,40.5,0.0
0.0,idm_0,40.6,0.0
0.0,idm_0,40.7,0.0
0.0,idm_0,40.8,0.0
0.0,idm_0,40.9,0.0
0.0,idm_0,41.0,0.0
0.0,idm_0,41.1,0.0
0.0,idm_0,41.2,0.0
0.0,idm_0,41.3,0.0
0.0,idm_0,41.4,0.0
0.0,idm_0,41.5,0.0
0.0,idm_0,41.6,0.0
0.0,idm_0,41.7,0.0
0.0,idm_0,41.8,0.0
0.0,idm_0,41.9,0.0
0.0,idm_0,42.0,0.0
0.0,idm_0,42.1,0.0
0.0,idm_0,42.2,0.0
0.0,idm_0,42.3,0.0
0.0,idm_0,42.4,0.0
0.0,idm_0,42.5,0.0
0.0,idm_0,42.6,0.0
0.0,idm_0,42.7,0.0
0.0,idm_0,42.8,0.0
0.0,idm_0,42.9,0.0
0.0,idm_0,43.0,0.0
0.0,idm_0,43.1,0.0
0.0,idm_0,43.2,0.0
0.0,idm_0,43.3,0.0
0.0,idm_0,43.4,0.0
0.0,idm_0,43.5,0.0
0.0,idm_0,43.6,0.0
0.0,idm_0,43.7,0.0
0.0,idm_0,43.8,0.0
0.0,idm_0,43.9,0.0
0.0,idm_0,44.0,0.0
0.0,idm_0,44.1,0.0
0.0,idm_0,44.2,0.0
135.77,idm_0,44.3,1.08
135.85,idm_0,44.4,1.08
135.89,idm_0,44.5,1.09
135.9,idm_0,44.6,1.09
135.89,idm_0,44.7,1.09
135.85,idm_0,44.8,1.09
135.79,idm_0,44.9,1.1
135.69,idm_0,45.0,1.1
135.58,idm_0,45.1,1.1
135.44,idm_0,45.2,1.1
135.28,idm_0,45.3,1.1
135.1,idm_0,45.4,1.1
134.9,idm_0,45.5,1.1
134.68,idm_0,45.6,1.11
134.43,idm_0,45.7,1.11
134.17,idm_0,45.8,1.11
133.9,idm_0,45.9,1.11
133.6,idm_0,46.0,1.11
133.29,idm_0,46.1,1.11
132.97,idm_0,46.2,1.11
132.63,idm_0,46.3,1.11
132.27,idm_0,46.4,1.11
131.91,idm_0,46.5,1.11
131.53,idm_0,46.6,1.11
131.13,idm_0,46.7,1.11
130.73,idm_0,46.8,1.12
130.31,idm_0,46.9,1.12
129.88,idm_0,47.0,1.12
129.45,idm_0,47.1,1.12
129.0,idm_0,47.2,1.12
128.55,idm_0,47.3,1.12
128.08,idm_0,47.4,1.12
127.61,idm_0,47.5,1.12
127.13,idm_0,47.6,1.12
126.64,idm_0,47.7,1.12
126.15,idm_0,47.8,1.12
125.65,idm_0,47.9,1.12
125.14,idm_0,48.0,1.12
124.63,idm_0,48.1,1.12
124.11,idm_0,48.2,1.12
123.59,idm_0,48.3,1.12
123.06,idm_0,48.4,1.12
122.53,idm_0,48.5,1.12
121.99,idm_0,48.6,1.12
121.45,idm_0,48.7,1.11
120.9,idm_0,48.8,1.11
120.36,idm_0,48.9,1.11
119.81,idm_0,49.0,1.11
119.25,idm_0,49.1,1.11
118.7,idm_0,49.2,1.11
118.14,idm_0,49.3,1.11
117.58,idm_0,49.4,1.11
117.02,idm_0,49.5,1.11
116.46,idm_0,49.6,1.11
115.9,idm_0,49.7,1.1
115.33,idm_0,49.8,1.1
114.77,idm_0,49.9,1.1
114.2,idm_0,50.0,1.1
113.64,idm_0,50.1,1.1
113.07,idm_0,50.2,1.1
112.51,idm_0,50.3,1.09
111.95,idm_0,50.4,1.09
111.38,idm_0,50.5,1.09
110.82,idm_0,50.6,1.09
110.27,idm_0,50.7,1.08
109.71,idm_0,50.8,1.08
109.16,idm_0,50.9,1.08
108.6,idm_0,51.0,1.07
108.06,idm_0,51.1,1.07
107.51,idm_0,51.2,1.07
106.97,idm_0,51.3,1.06
106.44,idm_0,51.4,1.06
105.91,idm_0,51.5,1.06
105.39,idm_0,51.6,1.05
104.87,idm_0,51.7,1.05
104.36,idm_0,51.8,1.05
103.85,idm_0,51.9,1.04
103.35,idm_0,52.0,1.04
102.86,idm_0,52.1,1.03
102.38,idm_0,52.2,1.03
101.91,idm_0,52.3,1.03
101.45,idm_0,52.4,1.02
101.0,idm_0,52.5,1.02
100.56,idm_0,52.6,1.01
100.13,idm_0,52.7,1.01
99.71,idm_0,52.8,1.0
99.3,idm_0,52.9,1.0
98.9,idm_0,53.0,1.0
98.52,idm_0,53.1,0.99
98.15,idm_0,53.2,0.99
97.8,idm_0,53.3,0.98
97.45,idm_0,53.4,0.98
97.13,idm_0,53.5,0.98
96.81,idm_0,53.6,0.97
96.51,idm_0,53.7,0.97
96.23,idm_0,53.8,0.96
95.95,idm_0,53.9,0.96
95.7,idm_0,54.0,0.96
95.45,idm_0,54.1,0.96
95.22,idm_0,54.2,0.95
95.01,idm_0,54.3,0.95
94.8,idm_0,54.4,0.95
94.61,idm_0,54.5,0.95
94.44,idm_0,54.6,0.94
94.27,idm_0,54.7,0.94
94.12,idm_0,54.8,0.94
93.98,idm_0,54.9,0.94
93.85,idm_0,55.0,0.94
93.73,idm_0,55.1,0.94
93.62,idm_0,55.2,0.94
93.52,idm_0,55.3,0.93
93.43,idm_0,55.4,0.93
93.34,idm_0,55.5,0.93
93.26,idm_0,55.6,0.93
93.19,idm_0,55.7,0.93
93.13,idm_0,55.8,0.93
93.07,idm_0,55.9,0.93
93.01,idm_0,56.0,0.93
92.96,idm_0,56.1,0.94
92.92,idm_0,56.2,0.94
92.87,idm_0,56.3,0.94
92.83,idm_0,56.4,0.94
92.78,idm_0,56.5,0.94
92.74,idm_0,56.6,0.94
92.7,idm_0,56.7,0.94
92.66,idm_0,56.8,0.94
92.61,idm_0,56.9,0.94
92.56,idm_0,57.0,0.95
92.52,idm_0,57.1,0.95
92.47,idm_0,57.2,0.95
92.41,idm_0,57.3,0.95
92.35,idm_0,57.4,0.95
92.29,idm_0,57.5,0.95
92.22,idm_0,57.6,0.96
92.15,idm_0,57.7,0.96
92.07,idm_0,57.8,0.96
91.99,idm_0,57.9,0.96
91.9,idm_0,58.0,0.96
91.8,idm_0,58.1,0.97
91.7,idm_0,58.2,0.97
91.59,idm_0,58.3,0.97
91.47,idm_0,58.4,0.97
91.35,idm_0,58.5,0.97
91.22,idm_0,58.6,0.97
91.08,idm_0,58.7,0.98
90.93,idm_0,58.8,0.98
90.77,idm_0,58.9,0.98
90.6,idm_0,59.0,0.98
90.43,idm_0,59.1,0.98
90.25,idm_0,59.2,0.98
90.05,idm_0,59.3,0.98
89.85,idm_0,59.4,0.98
89.64,idm_0,59.5,0.98
89.41,idm_0,59.6,0.98
89.18,idm_0,59.7,0.98
88.94,idm_0,59.8,0.98
88.68,idm_0,59.9,0.98
88.42,idm_0,60.0,0.98
88.14,idm_0,60.1,0.98
87.85,idm_0,60.2,0.98
87.55,idm_0,60.3,0.98
87.24,idm_0,60.4,0.98
86.92,idm_0,60.5,0.98
86.58,idm_0,60.6,0.97
86.23,idm_0,60.7,0.97
85.87,idm_0,60.8,0.97
85.49,idm_0,60.9,0.96
85.1,idm_0,61.0,0.96
84.7,idm_0,61.1,0.95
84.28,idm_0,61.2,0.95
83.86,idm_0,61.3,0.94
83.41,idm_0,61.4,0.94
82.96,idm_0,61.5,0.93
82.49,idm_0,61.6,0.92
82.02,idm_0,61.7,0.91
81.53,idm_0,61.8,0.9
81.04,idm_0,61.9,0.89
80.53,idm_0,62.0,0.88
80.03,idm_0,62.1,0.87
0.0,idm_0,62.2,0.0
0.0,idm_0,62.3,0.0
0.0,idm_0,62.4,0.0
0.0,idm_0,62.5,0.0
0.0,idm_0,62.6,0.0
0.0,idm_0,62.7,0.0
0.0,idm_0,62.8,0.0
0.0,idm_0,62.9,0.0
0.0,idm_0,63.0,0.0
0.0,idm_0,63.1,0.0
0.0,idm_0,63.2,0.0
0.0,idm_0,63.3,0.0
0.0,idm_0,63.4,0.0
0.0,idm_0,63.5,0.0
0.0,idm_0,63.6,0.0
0.0,idm_0,63.7,0.0
0.0,idm_0,63.8,0.0
0.0,idm_0,63.9,0.0
0.0,idm_0,64.0,0.0
0.0,idm_0,64.1,0.0
0.0,idm_0,64.2,0.0
0.0,idm_0,64.3,0.0
0.0,idm_0,64.4,0.0
0.0,idm_0,64.5,0.0
0.0,idm_0,64.6,0.0
0.0,idm_0,64.7,0.0
0.0,idm_0,64.8,0.0
0.0,idm_0,64.9,0.0
0.0,idm_0,65.0,0.0
0.0,idm_0,65.1,0.0
0.0,idm_0,65.2,0.0
0.0,idm_0,65.3,0.0
0.0,idm_0,65.4,0.0
0.0,idm_0,65.5,0.0
0.0,idm_0,65.6,0.0
0.0,idm_0,65.7,0.0
0.0,idm_0,65.8,0.0
0.0,idm_0,65.9,0.0
0.0,idm_0,66.0,0.0
0.0,idm_0,66.1,0.0
0.0,idm_0,66.2,0.0
0.0,idm_0,66.3,0.0
0.0,idm_0,66.4,0.0
0.0,idm_0,66.5,0.0
0.0,idm_0,66.6,0.0
0.0,idm_0,66.7,0.0
0.0,idm_0,66.8,0.0
0.0,idm_0,66.9,0.0
0.0,idm_0,67.0,0.0
0.0,idm_0,67.1,0.0
0.0,idm_0,67.2,0.0
0.0,idm_0,67.3,0.0
0.0,idm_0,67.4,0.0
0.0,idm_0,67.5,0.0
0.0,idm_0,67.6,0.0
0.0,idm_0,67.7,0.0
0.0,idm_0,67.8,0.0
0.0,idm_0,67.9,0.0
0.0,idm_0,68.0,0.0
0.0,idm_0,68.1,0.0
0.0,idm_0,68.2,0.0
0.0,idm_0,68.3,0.0
0.0,idm_0,68.4,0.0
0.0,idm_0,68.5,0.0
0.0,idm_0,68.6,0.0
0.0,idm_0,68.7,0.0
0.0,idm_0,68.8,0.0
0.0,idm_0,68.9,0.0
0.0,idm_0,69.0,0.0
0.0,idm_0,69.1,0.0
0.0,idm_0,69.2,0.0
0.0,idm_0,69.3,0.0
0.0,idm_0,69.4,0.0
0.0,idm_0,69.5,0.0
0.0,idm_0,69.6,0.0
0.0,idm_0,69.7,0.0
0.0,idm_0,69.8,0.0
0.0,idm_0,69.9,0.0
0.0,idm_0,70.0,0.0
0.0,idm_0,70.1,0.0
0.0,idm_0,70.2,0.0
0.0,idm_0,70.3,0.0
0.0,idm_0,70.4,0.0
0.0,idm_0,70.5,0.0
0.0,idm_0,70.6,0.0
0.0,idm_0,70.7,0.0
0.0,idm_0,70.8,0.0
0.0,idm_0,70.9,0.0
0.0,idm_0,71.0,0.0
0.0,idm_0,71.1,0.0
0.0,idm_0,71.2,0.0
0.0,idm_0,71.3,0.0
157.28,idm_0,71.4,1.17
157.25,idm_0,71.5,1.17
157.19,idm_0,71.6,1.17
157.09,idm_0,71.7,1.17
156.96,idm_0,71.8,1.17
156.81,idm_0,71.9,1.17
156.62,idm_0,72.0,1.17
156.41,idm_0,72.1,1.17
156.16,idm_0,72.2,1.17
155.9,idm_0,72.3,1.17
155.6,idm_0,72.4,1.17
155.29,idm_0,72.5,1.17
154.95,idm_0,72.6,1.17
154.59,idm_0,72.7,1.17
154.2,idm_0,72.8,1.17
153.8,idm_0,72.9,1.17
153.38,idm_0,73.0,1.17
152.94,idm_0,73.1,1.17
152.48,idm_0,73.2,1.17
152.0,idm_0,73.3,1.17
151.51,idm_0,73.4,1.17
151.0,idm_0,73.5,1.17
150.48,idm_0,73.6,1.17
149.94,idm_0,73.7,1.17
149.39,idm_0,73.8,1.17
148.83,idm_0,73.9,1.17
148.26,idm_0,74.0,1.17
147.67,idm_0,74.1,1.17
147.07,idm_0,74.2,1.17
146.46,idm_0,74.3,1.16
145.85,idm_0,74.4,1.16
145.22,idm_0,74.5,1.16
144.58,idm_0,74.6,1.16
143.94,idm_0,74.7,1.16
143.29,idm_0,74.8,1.16
142.63,idm_0,74.9,1.16
141.96,idm_0,75.0,1.16
141.28,idm_0,75.1,1.16
140.6,idm_0,75.2,1.16
139.92,idm_0,75.3,1.16
139.22,idm_0,75.4,1.16
138.53,idm_0,75.5,1.16
137.82,idm_0,75.6,1.16
137.12,idm_0,75.7,1.16
136.41,idm_0,75.8,1.16
135.69,idm_0,75.9,1.16
134.97,idm_0,76.0,1.16
134.25,idm_0,76.1,1.17
133.52,idm_0,76.2,1.17
132.79,idm_0,76.3,1.17
132.06,idm_0,76.4,1.17
131.33,idm_0,76.5,1.17
130.59,idm_0,76.6,1.17
129.85,idm_0,76.7,1.17
129.11,idm_0,76.8,1.17
128.37,idm_0,76.9,1.17
127.62,idm_0,77.0,1.17
126.88,idm_0,77.1,1.17
126.13,idm_0,77.2,1.17
125.39,idm_0,77.3,1.17
124.64,idm_0,77.4,1.17
123.89,idm_0,77.5,1.17
123.14,idm_0,77.6,1.17
122.39,idm_0,77.7,1.18
121.64,idm_0,77.8,1.18
120.89,idm_0,77.9,1.18
120.15,idm_0,78.0,1.18
119.4,idm_0,78.1,1.18
118.65,idm_0,78.2,1.18
117.9,idm_0,78.3,1.18
117.16,idm_0,78.4,1.18
116.41,idm_0,78.5,1.18
115.67,idm_0,78.6,1.19
114.92,idm_0,78.7,1.19
114.18,idm_0,78.8,1.19
113.44,idm_0,78.9,1.19
112.7,idm_0,79.0,1.19
111.96,idm_0,79.1,1.19
111.22,idm_0,79.2,1.19
110.49,idm_0,79.3,1.19
109.75,idm_0,79.4,1.2
109.02,idm_0,79.5,1.2
108.29,idm_0,79.6,1.2
107.56,idm_0,79.7,1.2
106.83,idm_0,79.8,1.2
106.11,idm_0,79.9,1.2
105.39,idm_0,80.0,1.21
104.66,idm_0,80.1,1.21
103.95,idm_0,80.2,1.21
103.23,idm_0,80.3,1.21
102.51,idm_0,80.4,1.21
101.8,idm_0,80.5,1.21
101.09,idm_0,80.6,1.22
100.38,idm_0,80.7,1.22
99.67,idm_0,80.8,1.22
98.97,idm_0,80.9,1.22
98.26,idm_0,81.0,1.22
97.56,idm_0,81.1,1.22
96.86,idm_0,81.2,1.23
96.16,idm_0,81.3,1.23
95.47,idm_0,81.4,1.23
94.77,idm_0,81.5,1.23
94.08,idm_0,81.6,1.23
93.38,idm_0,81.7,1.23
92.69,idm_0,81.8,1.23
92.0,idm_0,81.9,1.24
91.31,idm_0,82.0,1.24
90.61,idm_0,82.1,1.24
89.92,idm_0,82.2,1.24
