4.000000000000000000e+02,3.985200000000000387e+02,2.051545654848274580e+01,7.453007518797252762e-03
5.000000000000000000e+02,5.003999999999999773e+02,2.037135948779302197e+01,9.359398496240869253e-03
6.000000000000000000e+02,5.965199999999999818e+02,2.023005244044229656e+01,1.132781954887247637e-02
7.000000000000000000e+02,7.005599999999999454e+02,2.010372205042126126e+01,1.330770676691764819e-02
8.000000000000000000e+02,8.010000000000000000e+02,1.994741842244843255e+01,1.534981203007548291e-02
9.000000000000000000e+02,8.985600000000000591e+02,1.971936001839912933e+01,1.751212406015062797e-02
1.000000000000000000e+03,1.000079999999999927e+03,1.959564785848600010e+01,1.959990601503784971e-02
1.100000000000000000e+03,1.091519999999999982e+03,1.941736372813382872e+01,2.209229323308291998e-02
1.200000000000000000e+03,1.150560000000000173e+03,1.838721027077551540e+01,3.508477443609035740e-02
1.300000000000000000e+03,1.283400000000000091e+03,1.900083928289287627e+01,2.717631578947392670e-02
1.400000000000000000e+03,1.195200000000000045e+03,1.608522138909055954e+01,6.985545112781962884e-02
1.500000000000000000e+03,9.953999999999999773e+02,1.225234652421200288e+01,1.338734022556387071e-01
1.600000000000000000e+03,1.102680000000000291e+03,1.252221765540193310e+01,1.348867481203003260e-01
1.700000000000000000e+03,9.180000000000000000e+02,1.030164186937295590e+01,1.751874999999992188e-01
1.800000000000000000e+03,7.635599999999999454e+02,7.922357943365367916e+00,2.249315789473675109e-01
1.900000000000000000e+03,7.441199999999998909e+02,6.213576687255930153e+00,2.625853383458633949e-01
2.000000000000000000e+03,7.333199999999999363e+02,5.132383048777091616e+00,2.876334586466154919e-01
2.100000000000000000e+03,7.336799999999999500e+02,4.715559906371264098e+00,2.975021616541349001e-01
2.200000000000000000e+03,7.336799999999999500e+02,4.442448324768172085e+00,3.054562969924812799e-01
2.300000000000000000e+03,7.340399999999999636e+02,4.062853324138117728e+00,3.146508458646621320e-01
2.400000000000000000e+03,7.340399999999999636e+02,3.871408738875498301e+00,3.204355263157903644e-01
