4.000000000000000000e+02,3.981599999999999682e+02,2.059325262815190882e+01,7.414379699248380140e-03
5.000000000000000000e+02,4.985999999999999091e+02,2.038727735960608811e+01,9.359586466165678575e-03
6.000000000000000000e+02,6.012000000000000455e+02,2.022892307053183458e+01,1.132650375939879203e-02
7.000000000000000000e+02,7.005600000000001728e+02,2.000190798012474502e+01,1.338317669172967538e-02
8.000000000000000000e+02,8.013600000000001273e+02,1.992832238045156856e+01,1.536832706766946832e-02
9.000000000000000000e+02,8.985599999999998317e+02,1.982186564623899017e+01,1.738308270676715978e-02
1.000000000000000000e+03,1.004399999999999977e+03,1.962235811442680244e+01,1.957246240601530005e-02
1.100000000000000000e+03,1.097640000000000100e+03,1.948408103366270439e+01,2.170460526315811517e-02
1.200000000000000000e+03,1.175759999999999991e+03,1.877619467829608624e+01,3.118223684210538055e-02
1.300000000000000000e+03,1.271519999999999982e+03,1.865777189019158300e+01,3.289840225563929466e-02
1.400000000000000000e+03,1.183679999999999836e+03,1.593195498592555737e+01,7.230206766917297856e-02
1.500000000000000000e+03,1.128960000000000264e+03,1.439933246636489095e+01,9.928392857142839811e-02
1.600000000000000000e+03,9.079200000000000728e+02,1.084214081680391573e+01,1.609324248120292955e-01
1.700000000000000000e+03,1.004400000000000205e+03,1.142888381429914446e+01,1.564527255639094061e-01
1.800000000000000000e+03,7.412399999999998954e+02,7.596622287929266193e+00,2.316585526315778354e-01
1.900000000000000000e+03,7.523999999999998636e+02,6.798859370193036433e+00,2.505913533834575047e-01
2.000000000000000000e+03,7.343999999999998636e+02,5.229536052807114643e+00,2.856175751879687641e-01
2.100000000000000000e+03,7.340399999999999636e+02,4.803244466185698336e+00,2.958948308270670791e-01
2.200000000000000000e+03,7.333199999999999363e+02,4.152283132487945672e+00,3.110996240601508478e-01
2.300000000000000000e+03,7.329599999999999227e+02,4.024370580123638241e+00,3.158742481203013486e-01
2.400000000000000000e+03,7.343999999999998636e+02,3.806186485970745714e+00,3.213193609022565456e-01
